date,type,entry_time,entry_price,sl,tp,status,trailing_active,exit_time,exit_price,reason,pnl_pct
2021-10-29,buy,2021-10-29 09:25:00,61697.163965399996,61512.072473503795,62129.04411315779,closed,False,2021-10-29 10:10:00,61512.072473503795,StopLoss,-0.4200000000000012
2021-10-30,sell,2021-10-30 09:25:00,61674.8035718,61798.153178943605,61243.0799467974,closed,True,2021-10-30 14:25:00,61243.0799467974,Target,0.5800000000000057
2021-10-31,sell,2021-10-31 10:30:00,61599.35641425001,61722.555127078514,61168.16091935026,closed,True,2021-10-31 13:45:00,61168.16091935026,Target,0.5800000000000028
2021-11-01,sell,2021-11-01 09:20:00,60399.19699415001,60519.995388138304,59976.40261519096,closed,True,2021-11-01 09:40:00,59976.40261519096,Target,0.5799999999999998
2021-11-02,buy,2021-11-02 09:35:00,61174.798513199996,60991.274117660396,61603.02210279239,closed,False,2021-11-02 11:00:00,61603.02210279239,Target,0.5799999999999919
2021-11-03,buy,2021-11-03 09:25:00,63214.225317,63024.582641049,63656.72489421899,closed,False,2021-11-03 09:45:00,63024.582641049,StopLoss,-0.41999999999999926
2021-11-04,buy,2021-11-04 09:35:00,62490.7191447,62303.2469872659,62928.154178712895,closed,False,2021-11-04 12:50:00,62303.2469872659,StopLoss,-0.4200000000000032
2021-11-05,buy,2021-11-05 09:30:00,62242.54551989999,62055.81788334029,62678.24333853929,closed,False,2021-11-05 10:35:00,62055.81788334029,StopLoss,-0.4199999999999985
2021-11-06,buy,2021-11-06 09:55:00,61179.80201369999,61057.44240967259,61608.06062779589,closed,True,2021-11-06 12:45:00,61057.44240967259,StopLoss,-0.31999999999999795
2021-11-07,buy,2021-11-07 09:30:00,62150.48111069999,61964.02966736789,62585.53447847488,closed,False,2021-11-07 10:55:00,61964.02966736789,StopLoss,-0.4200000000000031
2021-11-08,buy,2021-11-08 10:05:00,65285.17417395,65154.6038256021,65742.17039316765,closed,True,2021-11-08 11:40:00,65742.17039316765,Target,0.5799999999999943
2021-11-09,buy,2021-11-09 09:25:00,68368.33118205,68163.22618850385,68846.90950032434,closed,False,2021-11-09 09:45:00,68163.22618850385,StopLoss,-0.41999999999999826
2021-11-10,sell,2021-11-10 09:30:00,66332.04168785001,66531.03781291355,65867.71739603506,closed,False,2021-11-10 09:55:00,66531.03781291355,StopLoss,-0.41999999999998305
2021-11-11,buy,2021-11-11 10:55:00,64835.359479,64640.853400563,65289.20699535299,closed,False,2021-11-11 11:10:00,64640.853400563,StopLoss,-0.4199999999999997
2021-11-12,sell,2021-11-12 09:45:00,64727.66537730001,64921.8483734319,64274.5717196589,closed,False,2021-11-12 10:00:00,64921.8483734319,StopLoss,-0.4199999999999914
2021-11-13,sell,2021-11-13 15:20:00,63555.48636,63746.152819079995,63110.59795548,closed,False,2021-11-13 19:45:00,63746.152819079995,StopLoss,-0.4199999999999872
2021-11-14,sell,2021-11-14 22:30:00,65220.320326600006,65415.9812875798,64763.7780843138,closed,False,2021-11-14 22:35:00,64763.7780843138,Target,0.5800000000000045
2021-11-15,buy,2021-11-15 09:30:00,65741.9937696,65544.7677882912,66202.1877259872,closed,False,2021-11-15 13:45:00,65544.7677882912,StopLoss,-0.42000000000000326
2021-11-16,sell,2021-11-16 09:50:00,60457.65605,60639.02901814999,60034.45245765,closed,False,2021-11-16 09:55:00,60639.02901814999,StopLoss,-0.41999999999998333
2021-11-17,sell,2021-11-17 09:45:00,58647.42391885001,58823.36619060655,58236.89195141806,closed,False,2021-11-17 09:50:00,58823.36619060655,StopLoss,-0.4199999999999943
2021-11-18,sell,2021-11-18 09:25:00,59949.51194915001,60069.41097304831,59529.86536550596,closed,True,2021-11-18 13:05:00,59529.86536550596,Target,0.5799999999999959
2021-11-19,buy,2021-11-19 11:05:00,56356.4275317,56187.3582491049,56750.92252442189,closed,False,2021-11-19 12:10:00,56187.3582491049,StopLoss,-0.4199999999999952
2021-11-20,sell,2021-11-20 09:25:00,58437.570897850004,58612.88361054355,58028.507901565055,closed,False,2021-11-20 11:50:00,58612.88361054355,StopLoss,-0.41999999999998855
2021-11-21,sell,2021-11-21 09:20:00,58724.37002655,58900.54313662965,58313.29943636415,closed,False,2021-11-21 09:40:00,58900.54313662965,StopLoss,-0.4199999999999931
2021-11-22,sell,2021-11-22 10:25:00,57060.035710000004,57231.215817129996,56660.61546003001,closed,False,2021-11-22 11:05:00,57231.215817129996,StopLoss,-0.4199999999999866
2021-11-23,sell,2021-11-23 10:50:00,56621.342966100005,56734.585652032205,56224.9935653373,closed,True,2021-11-23 12:45:00,56224.9935653373,Target,0.5800000000000025
2021-11-24,buy,2021-11-24 09:40:00,56498.026595849995,56385.03054265829,56893.51278202094,closed,True,2021-11-24 11:50:00,56385.03054265829,StopLoss,-0.32000000000000395
2021-11-25,sell,2021-11-25 09:50:00,57507.22250475,57622.23694975951,57104.67194721675,closed,True,2021-11-25 11:05:00,57104.67194721675,Target,0.58
2021-11-26,sell,2021-11-26 09:20:00,57966.900550750004,58082.8343518515,57561.132246894755,closed,True,2021-11-26 10:45:00,57561.132246894755,Target,0.5799999999999992
2021-11-27,sell,2021-11-27 12:00:00,54261.99543000001,54424.78141629,53882.16146199001,closed,False,2021-11-27 12:15:00,54424.78141629,StopLoss,-0.41999999999998733
2021-11-28,sell,2021-11-28 09:35:00,54028.15920660001,54190.2436842198,53649.96209215381,closed,False,2021-11-28 09:55:00,54190.2436842198,StopLoss,-0.4199999999999849
2021-11-29,buy,2021-11-29 09:35:00,57515.2382475,57342.6925327575,57917.84491523249,closed,False,2021-11-29 09:50:00,57342.6925327575,StopLoss,-0.41999999999999443
2021-11-30,sell,2021-11-30 11:10:00,56761.244980100004,56874.76747006021,56363.916265239306,closed,True,2021-11-30 11:25:00,56363.916265239306,Target,0.5799999999999962
2021-12-01,sell,2021-12-01 10:15:00,57007.57245475,57121.5875996595,56608.51944756675,closed,True,2021-12-01 12:40:00,57121.5875996595,StopLoss,-0.31999999999999856
2021-12-02,buy,2021-12-02 13:55:00,57051.91410119999,56880.75835889639,57451.277499908385,closed,False,2021-12-02 14:55:00,56880.75835889639,StopLoss,-0.41999999999999876
2021-12-03,buy,2021-12-03 09:45:00,56519.541648,56406.502564704,56915.178439535994,closed,True,2021-12-03 11:15:00,56915.178439535994,Target,0.5799999999999914
2021-12-04,sell,2021-12-04 09:20:00,52345.83748825001,52450.52916322651,51979.41662583226,closed,True,2021-12-04 09:45:00,52450.52916322651,StopLoss,-0.32000000000000095
2021-12-05,sell,2021-12-05 10:25:00,48838.793787300005,48985.3101686619,48496.92223078891,closed,False,2021-12-05 10:30:00,48985.3101686619,StopLoss,-0.41999999999998533
2021-12-06,buy,2021-12-06 09:25:00,49156.39031219999,49008.92114126339,49500.48504438539,closed,False,2021-12-06 10:20:00,49008.92114126339,StopLoss,-0.42000000000000326
2021-12-07,buy,2021-12-07 09:30:00,50992.6749957,50839.696970712896,51349.62372066989,closed,False,2021-12-07 10:15:00,50839.696970712896,StopLoss,-0.42000000000000726
2021-12-08,sell,2021-12-08 09:20:00,50209.33387445,50359.96187607334,49857.868537328846,closed,False,2021-12-08 09:45:00,50359.96187607334,StopLoss,-0.4199999999999864
2021-12-09,sell,2021-12-09 12:15:00,49505.82660405001,49654.344083862154,49159.285817821656,closed,False,2021-12-09 12:20:00,49654.344083862154,StopLoss,-0.41999999999998844
2021-12-10,sell,2021-12-10 10:30:00,48210.23402440001,48354.864726473206,47872.76238622921,closed,False,2021-12-10 11:45:00,48354.864726473206,StopLoss,-0.4199999999999965
2021-12-11,buy,2021-12-11 11:40:00,48671.05076369999,48525.03761140889,49011.748119045886,closed,False,2021-12-11 11:50:00,48525.03761140889,StopLoss,-0.4200000000000069
2021-12-12,sell,2021-12-12 10:15:00,49033.6573068,49131.7246214136,48690.4217056524,closed,True,2021-12-12 12:15:00,49131.7246214136,StopLoss,-0.32000000000000656
2021-12-13,buy,2021-12-13 10:25:00,49078.836054449996,48931.59954628665,49422.38790683114,closed,False,2021-12-13 11:00:00,48931.59954628665,StopLoss,-0.419999999999994
2021-12-14,buy,2021-12-14 14:10:00,47124.46875915,47030.2198216317,47454.34004046404,closed,True,2021-12-14 14:25:00,47454.34004046404,Target,0.5799999999999886
2021-12-15,buy,2021-12-15 09:20:00,48170.200363649994,48073.859962922696,48507.39176619554,closed,True,2021-12-15 11:15:00,48073.859962922696,StopLoss,-0.3199999999999967
2021-12-16,sell,2021-12-16 09:45:00,48738.8637773,48836.3415048546,48397.6917308589,closed,True,2021-12-16 12:15:00,48836.3415048546,StopLoss,-0.32000000000000056
2021-12-17,buy,2021-12-17 09:30:00,47845.97353125,47702.43561065625,48180.89534596874,closed,False,2021-12-17 11:10:00,47702.43561065625,StopLoss,-0.41999999999999943
2021-12-18,buy,2021-12-18 10:15:00,46428.4818396,46289.1963940812,46753.48121247719,closed,False,2021-12-18 10:30:00,46289.1963940812,StopLoss,-0.4199999999999977
2021-12-19,buy,2021-12-19 10:05:00,47994.5774961,47850.5937636117,48330.539538572695,closed,False,2021-12-19 10:35:00,47850.5937636117,StopLoss,-0.4199999999999946
2021-12-20,buy,2021-12-20 09:40:00,46851.77798189999,46711.222647954295,47179.740427773286,closed,False,2021-12-20 11:05:00,46711.222647954295,StopLoss,-0.4199999999999925
2021-12-21,buy,2021-12-21 09:20:00,47614.3114581,47471.4685237257,47947.61163830669,closed,False,2021-12-21 09:25:00,47947.61163830669,Target,0.579999999999987
2021-12-22,sell,2021-12-22 09:25:00,49211.03307455,49309.4551406991,48866.55584302815,closed,True,2021-12-22 13:50:00,49309.4551406991,StopLoss,-0.3199999999999962
2021-12-23,sell,2021-12-23 13:15:00,48185.75117195,48330.308425465846,47848.450913746354,closed,False,2021-12-23 14:25:00,48330.308425465846,StopLoss,-0.4199999999999846
2021-12-24,sell,2021-12-24 09:20:00,50914.340095,51067.08311528499,50557.939714335,closed,False,2021-12-24 09:35:00,51067.08311528499,StopLoss,-0.41999999999998755
2021-12-25,buy,2021-12-25 09:50:00,51001.6812966,50848.6762527102,51358.6930656762,closed,False,2021-12-25 11:30:00,50848.6762527102,StopLoss,-0.4200000000000066
2021-12-26,sell,2021-12-26 17:15:00,49625.242966000005,49774.118694898,49277.86626523801,closed,False,2021-12-26 17:30:00,49774.118694898,StopLoss,-0.4199999999999955
2021-12-27,sell,2021-12-27 11:40:00,50782.93213185,50935.28092824554,50427.45160692705,closed,False,2021-12-27 12:20:00,50935.28092824554,StopLoss,-0.4199999999999828
2021-12-28,sell,2021-12-28 09:45:00,49464.85529995,49613.249865849844,49118.601312850355,closed,False,2021-12-28 09:50:00,49118.601312850355,Target,0.5799999999999959
2021-12-29,sell,2021-12-29 09:50:00,47881.46429150001,47977.227220083005,47546.29404145951,closed,True,2021-12-29 13:15:00,47546.29404145951,Target,0.5800000000000017
2021-12-30,buy,2021-12-30 09:40:00,46740.7002708,46600.4781699876,47067.8851726956,closed,False,2021-12-30 11:00:00,46600.4781699876,StopLoss,-0.42000000000000715
2021-12-31,buy,2021-12-31 09:50:00,47288.183295509996,47193.606928918976,47619.20057857856,closed,True,2021-12-31 12:50:00,47193.606928918976,StopLoss,-0.3199999999999998
2022-01-01,sell,2022-01-01 09:40:00,46744.76042775,46884.99470903324,46417.54710475575,closed,False,2022-01-01 10:50:00,46884.99470903324,StopLoss,-0.41999999999998505
2022-01-02,sell,2022-01-02 10:10:00,47257.40137905001,47351.91618180811,46926.59956939666,closed,True,2022-01-02 10:20:00,46926.59956939666,Target,0.5799999999999973
2022-01-03,buy,2022-01-03 11:10:00,47108.45755755,46967.13218487735,47438.216760452844,closed,False,2022-01-03 11:55:00,46967.13218487735,StopLoss,-0.4199999999999937
2022-01-04,buy,2022-01-04 09:30:00,46369.940883749994,46230.83106109875,46694.53046993624,closed,False,2022-01-04 09:35:00,46230.83106109875,StopLoss,-0.41999999999999504
2022-01-05,sell,2022-01-05 10:45:00,46277.587631,46416.420393893,45953.644517583,closed,False,2022-01-05 12:05:00,46416.420393893,StopLoss,-0.41999999999999627
2022-01-06,sell,2022-01-06 09:25:00,42869.974290000006,42998.58421287,42569.884469970006,closed,False,2022-01-06 09:40:00,42998.58421287,StopLoss,-0.4199999999999925
2022-01-07,sell,2022-01-07 09:45:00,41572.68290018001,41655.828265980366,41281.67411987875,closed,True,2022-01-07 10:00:00,41281.67411987875,Target,0.5799999999999939
2022-01-08,buy,2022-01-08 10:20:00,41911.3215882,41785.5876234354,42204.7008393174,closed,False,2022-01-08 12:00:00,41785.5876234354,StopLoss,-0.42000000000000093
2022-01-09,sell,2022-01-09 09:20:00,41835.69868650001,41961.205782559504,41542.84879569451,closed,False,2022-01-09 09:50:00,41961.205782559504,StopLoss,-0.419999999999992
2022-01-10,buy,2022-01-10 09:45:00,42015.394398599994,41931.36360980279,42309.50215939019,closed,True,2022-01-10 11:35:00,41931.36360980279,StopLoss,-0.320000000000003
2022-01-11,sell,2022-01-11 11:00:00,42046.5510076,42172.69066062279,41752.2251505468,closed,False,2022-01-11 12:40:00,42172.69066062279,StopLoss,-0.41999999999998555
2022-01-12,buy,2022-01-12 09:35:00,42678.858564899994,42550.821989205295,42977.61057485429,closed,False,2022-01-12 10:00:00,42550.821989205295,StopLoss,-0.41999999999999865
2022-01-13,buy,2022-01-13 09:45:00,43660.545363,43573.224272274,43966.169180540994,closed,True,2022-01-13 15:00:00,43966.169180540994,Target,0.5799999999999914
2022-01-14,buy,2022-01-14 09:40:00,42751.909672199996,42666.4058528556,43051.17303990539,closed,True,2022-01-14 13:10:00,42666.4058528556,StopLoss,-0.3199999999999951
2022-01-15,sell,2022-01-15 09:20:00,42965.9070996,43051.8389137992,42665.145749902804,closed,True,2022-01-15 12:25:00,43051.8389137992,StopLoss,-0.3199999999999932
2022-01-16,buy,2022-01-16 09:45:00,43055.1218025,42969.011558895,43356.50765511749,closed,True,2022-01-16 16:25:00,42969.011558895,StopLoss,-0.31999999999999695
2022-01-17,sell,2022-01-17 09:30:00,42656.62371865,42784.59358980595,42358.02735261945,closed,False,2022-01-17 09:45:00,42784.59358980595,StopLoss,-0.4199999999999923
2022-01-18,sell,2022-01-18 09:45:00,41972.6028002,42098.5206086006,41678.7945805986,closed,False,2022-01-18 10:40:00,42098.5206086006,StopLoss,-0.4199999999999952
2022-01-19,sell,2022-01-19 12:35:00,41590.07072192,41714.840934085754,41298.94022686656,closed,False,2022-01-19 12:45:00,41298.94022686656,Target,0.579999999999999
2022-01-20,sell,2022-01-20 10:50:00,41859.681888900006,41985.2609345667,41566.664115677704,closed,False,2022-01-20 11:50:00,41985.2609345667,StopLoss,-0.41999999999998694
2022-01-21,sell,2022-01-21 18:05:00,38329.65428565,38444.643248506945,38061.34670565045,closed,False,2022-01-21 18:10:00,38061.34670565045,Target,0.5799999999999986
2022-01-22,sell,2022-01-22 11:10:00,36041.756706700005,36113.84022011341,35789.464409753105,closed,True,2022-01-22 11:25:00,35789.464409753105,Target,0.58
2022-01-23,buy,2022-01-23 09:40:00,35115.5672091,35045.3360746818,35361.3761795637,closed,True,2022-01-23 10:40:00,35045.3360746818,StopLoss,-0.32000000000000484
2022-01-24,sell,2022-01-24 10:20:00,35172.86526975,35243.2110002895,34926.65521286175,closed,True,2022-01-24 11:50:00,35243.2110002895,StopLoss,-0.31999999999999607
2022-01-25,buy,2022-01-25 09:25:00,36424.983289949996,36315.70834008015,36679.95817297964,closed,False,2022-01-25 10:00:00,36315.70834008015,StopLoss,-0.4199999999999911
2022-01-26,buy,2022-01-26 10:15:00,37477.71979515,37402.764355559695,37740.06383371604,closed,True,2022-01-26 10:25:00,37740.06383371604,Target,0.5799999999999822
2022-01-27,buy,2022-01-27 12:55:00,36224.84326995,36116.16874014015,36478.41717283965,closed,False,2022-01-27 13:35:00,36116.16874014015,StopLoss,-0.41999999999999094
2022-01-28,buy,2022-01-28 12:05:00,37434.68969084999,37322.385621777445,37696.73251868594,closed,False,2022-01-28 12:10:00,37322.385621777445,StopLoss,-0.4199999999999909
2022-01-29,buy,2022-01-29 09:35:00,37765.92142395,37652.62365967815,38030.28287391765,closed,False,2022-01-29 11:10:00,37652.62365967815,StopLoss,-0.419999999999992
2022-01-30,sell,2022-01-30 09:20:00,37912.4464939,38026.1838333817,37647.0593684427,closed,False,2022-01-30 10:15:00,38026.1838333817,StopLoss,-0.41999999999999166
2022-01-31,sell,2022-01-31 09:50:00,36901.1547927,37011.85825707809,36642.8467091511,closed,False,2022-01-31 11:15:00,37011.85825707809,StopLoss,-0.4199999999999824
2022-02-01,buy,2022-02-01 09:25:00,38588.9972562,38473.2302644314,38859.12023699339,closed,False,2022-02-01 11:30:00,38473.2302644314,StopLoss,-0.41999999999999965
2022-02-02,sell,2022-02-02 09:30:00,38528.01535550001,38605.071386211006,38258.3192480115,closed,True,2022-02-02 12:10:00,38258.3192480115,Target,0.5800000000000101
2022-02-03,sell,2022-02-03 09:20:00,36797.72723235,36908.12041404704,36540.14314172355,closed,False,2022-02-03 09:35:00,36908.12041404704,StopLoss,-0.4199999999999823
2022-02-04,sell,2022-02-04 09:30:00,37280.8888307,37392.7314971921,37019.9226088851,closed,False,2022-02-04 10:40:00,37392.7314971921,StopLoss,-0.4199999999999971
2022-02-05,buy,2022-02-05 09:30:00,41489.52649605,41406.5474430579,41779.953181522345,closed,True,2022-02-05 12:35:00,41406.5474430579,StopLoss,-0.32000000000000256
2022-02-06,sell,2022-02-06 09:30:00,41440.475496950006,41564.79692344085,41150.39216847136,closed,False,2022-02-06 10:50:00,41564.79692344085,StopLoss,-0.4199999999999894
